Data ,Label
"अहिले मोबाइलको विभिन्न गेमले लोभलाग्दो बाल्यकाल बिताएका छन् नयाँ पुस्ताले ,,,",
गलत सिक्का मा होइन डुङ्गा को ड्याक मा एक पट्टि थुकेर थुक भिजाएर अर्को पट्टि सुक्खा राखेर थुक कि सुख भनेर टस गरिन्थ्यो,
Nepal's Government Finally Made A Right Decision,
wow cool government thanks for holiday,
आफू कर्तव्यबाट चुक्ने अनि जाबो नाथे गेमलाइ दोष दिने होइन,
जजसका छोराछोरी बिग्रे तिनलाई सुधारे हुन्छ,
यसरी चिच्याउनुको कुनै अर्थ छैन,
"जनैपूणिर्मा,विभिन्न लोसार कृशमस डेको दिन पनि बिदा दिनु पर्यो मेरो सरकार धार्मिक रुपले स्वतन्त्र मुलुकमा सबै धर्मलाइ कदर गरिनु पर्छ मुस्लिमको इद र हिन्दुको दशै तिहारमात्र होइन",
नेपालको तेस्रो ठुलो जनसङ्ख्या भयको समुदायलाई बर्सभरीमा दुई दीन बिदा दीन मुस्लिम समुदायले सरकारसँग ठुलो सङ्घर्ष गर्नुपर्यो यसकारण नेपाल सरकारलाई धन्यबाद दीन चाहान्न।,
काधमा भारी बुवाको जिम्मेवारी,
"धन्यवाद ,",
हार्दिक धन्यवाद केशव सर र साहित्य संसारलाई,
नेपाल मा कुनै पनि सामन राम्रो छैन,0
यो घडी नकिननुहोस् यो घडी पैसाको बर्बाद हो किनेकाे केहि दिनमै घडीको रंग हराउन सुरु हुन्छ ,0
सामान किन्ने काम गल्तीले पनि नगर्नुहोला,0
यहाँको उत्पादहरूसँग सन्तुष्टि हुदैन यो एकदम घटिया र झुटो रहेछ भन्नसक्छु ,0
वृद्ध प्रयोगकर्ताहरूको लागि सजिलो छैन,0
"शिक्षा, स्वास्थ्य र कृषि प्राथमिकतामै परेनन्",0
"सबैभन्दा नराम्रो किनमेल अनुभव, मैले गरेको छु",0
"पुरै ठग्ने काम गर्छ, अडर कुनै चिजको र डेलिभरी अरु नै गर्दो रहेछ मेरो रू १८००० ठगो",0
दुब्लीकेट सामान हो यो,0
यो उत्पादन बाट आज  सम्म निराश छैन,0
सुमार्गीको जग्गा कब्जाको दाबी,0
रक्षा परिषद्सम्बन्धी विधेयक हुबहु पास हुन नदिने,0
कांग्रेस नेता सिटौला ह्याम्स अस्पतालको आईसीयूमा,0
नेपाली विद्यार्थीको विदेश पीडा,0
Fake news just clickbait.,0
छ्या कस्तो नराम्रो,0
म तपाईँलाई घृणा गर्छु।,0
delli le aja ko game ma ne sandip lai kelayenw,0
,0
 सबैलाई थाहा छ कि तपाईले आफ्नो चार्जर फिर्ता लिनु भएको छ,0
,0
Yo saman kineko dwee din ma bigreyo,0
किनिएको समानहरुमा निकै नै खराबी देखियो र निकै चाडै बिग्रियो,0
देलिवर गर्न अलि ढिलो भयो।,0
सब्जीको मूल्य उच्च हो,0
म दुखि छु,0
खेल खेल्दै मेरो आँखालाई चोट पुर्याउँछ,0
म तिमीलाई घृणा गर्छु।,0
ई मीडियाले समाजमा गलत असर गर्दैछ  below from here thursday 14 chaitra,0
Dhulo uthauna stop  gareu vane ma Lastai risauxu hai gaizz,0
यो समान किनेनौ भने म लस्तै रिसौछुनि,0
यो पेज खोल्ने मान्छे देखेर लास्टै रिसाउछु  म,0
काठमान्डौ पुरै उठुन्जेल नि सकिन्न धुलो पिच कहाँ छ र धुलो सकिन जति उठायो उति आउछ,0
नेपाली धुलो चाहे broomer ले सफा गरोस्कि पानी हालेर cleaner लार गरोस् सफा हुन्न ,0
येहा बाटो नै थर्ड क्लासको हुछ,0
पिहिले राम्रो बाटो निर्माण गर्नु अनि प्राविधि उपयोग गर्दा राम्रो,0
broomer चलाएर हुन्छ खुरु खुरु बाटो गतिलो बनाउनु नि ,0
Rode सफा गर्ने ब्रोमरको मात्र काम छैन,0
दराजमा डिग्री पिएच डी काे सर्टिफिकेट छ तर व्यबहारमा राक्षस छ,0
म ट्युसन क्लास पढेर म्याजिकमा घर फर्कदै थिए,0
मलाई झिझाे लाग्यो उहाँ बाेलेकाे देख्दा,0
"छाेराहरु चिल्ला गाडी चढ्न थाले बजारमा ठुला ठुला महल थप्दै गए, तर संसार देखाईदिने र सम्पत्ति जाेडिदिने अामा अाज वृद्ध अाश्रममा मृयुलाई पर्खिरहेकी छन्",0
लौन यो हाम्रो बेसिसहर देखो -चामे मनाङ सम्म एउटा पानी हाल्ने ट्याङकर मिलाउन पर्यो है,0
yo broomers बौद्ध जोरपाटी आएन भने म लास्ट रिसाउछु है गाइज,0
जस्तो पोस्टमा पनि मजाक यार सब का सब पागल को दर्जा दिन लायक छन,0
राडाबानहरु देश लुटेर रित्तिन लागिसक्यो तिनिहरुलाई केही गर्न सक्दैन  पैसा कमाएर आफ्नो परिवार पाल्छु भन्नेलाई गरिखान दिदैन्,0
थुक्क लाजनभएको कुलङ्घार सरकार,0
रखार तेसैले अब यो पानीपुरिको भाडो जस्ले उठायेको थियो त्यो अपराधिलाई तेहि पानीपुरी को झोल ले आची गर्न लगाएर चाक धुन लगाउनु पर्छ,0
धिकार छ नेपाल कसरी बनोस देश,0
chaitra 16 saturday,0
SLC सकिने बित्तिकै उसले भागौ भन्दा भागेको भय अहिले अस्ट्रेलिया पुगिसकिन्थ्यो होला भाग्न अल्छी गरियो अहिले जिन्दगिले खेद्दै छ,0
यस्मा हाहा React आएन भने म लास्तै रिसाउछु है,0
नजिककाे तीर्थ लाई हेला गर्ने बानी नेपालीको कहिले गएन,0
एउटा धोती ले दस जना नेपाली ठ्ग्छ भन्थे हजुरबा ले साच्चै रैछ क्या,0
के तपाईं घर बनाउदै हुनुहुन्छ,0
जिउदो नेपाली लाई ठ्ग्छ भन्थे हो रैछ,0
यो लोकेन्द्र बाहादुर चन्दलाइ किन सुरक्षा चाहियो र देश भरि गरेर १०० जना कार्यकर्ता नहुने पाटिको नेतालाई कसले के गर्छ र,0
यहाँ जिन्दगी नै धरापमा रैछ हाम्रो नेपालमा,0
असली मजा त तेति बेर लाग्छ जब बाटोमा हिन्दै गर्दा ex को बुनु ले भनोस दिदी त्यो हेर्नुस कति राम्रो दाइ,0
लोकेन्द्र बहादुरलाई बेईजत गराउने कामगर्न खोजेजस्तो छन नि उनले ,0
१४ १५ बर्ष पहिलेका प्रम लाई अहिले सम्म सुरक्षा अनि तिनको सुरक्षाकर्मीको घमन्ड । देशको यो हाल देख्दा दया लाग्नि भैसक्यो ।,0
आज देश र जनताको सुरक्षा दिने सरकारी कर्मचारी जनताको कर बाट परिवार पाल्ने ले अर्को नागरिक लाई लडाएर हिँड्यो रोकेर उपचार को लागी सहयोग सम्म गरेन,0
सर्बसाधरण जनतामाथि यस्तो ज्यादती गर्ने नकचरा नकचरीहरुलाई टँडिखेलमा राखेर कंचटमा हानेर कसैले त उँडाइदिए त टन्टै साफ यार,0
आफ्नै बाउ को बिर्ता जतिकै गरेर बाटबाटो मान्छे ठोक्दै हिड्ने यी सरकारी भरौटे हरु ले के सम्झिन्छन् हौं मान्छे को शरीर लाई किरा फटयांग्रा जतिको पनि गन्दैन्न त,0
मुजि बर्दी लाए भन्दै मा मनपरी गर्दै हिड्ने,0
f**ck,0
चि*ने ,0
चार जना साक्षी राखेर त्यो गाडी सहित ड्राइभरलाई जलाईदेउ बाकी हेरौला,0
येस्तै येस्तै कारण हो बिप्लब हरु को जन्म हुने येस्ता पातकी लाई ठाउँ को ठाउँ कार्वाही गर बिप्लव दाजै,0
साला खाते police हरु जन्ता लाई सुरक्षा दिने काम हो उल्टै जनता लाई कुल्चेर हिन्छन दानव हरु,0
कता गएछन विप्लवको टिम यस्तो कुकुर पुलिस फोर्सको गाडिमा किन बम पड्किदैन,0
यस्ता भातमारा पुलिसले त जनतालाई हेप्छ अनि नेताहरुले यत्रो नहेपोस,0
या आयेर जति सुकै देशभक्ति देखाएपनी सरकारलाई घन्टा फराक पर्ने वाला छैन,0
तेसको बाउहरुले बनाईदेको बाटो होला तेही भएर तेसरी आखँइ नहेरी चलाको होला साला डन्ठेहरु,0
थुईइक तिमीहरुको कुहिएको बुद्दी,0
chaitra 19 tuesday,0
बिल्गेट्स लाई राजेश दाई ले दान मा पैसा दिएर त्यो संसार को धनी मान्छे भएको भन्ने सुनेको थिए,0
बिचरा केपी लाई दाईले एकदिन गुट्खा खाने पैसा दिनु भएछ,0
बर्सौ देखि भारत बाट आएर टिन फलाम सफा गर्नी को मतलव छैन गोराले गरेसी हाल्छ्स रुटिने,0
"अरे रुटिने खोसे जस्तो देखियो है, अर्को फोटो राख यार",0
बिदेशमा नेपाल को सरसफाइ को लागि भन्दै डोनेसन उठाएर यहा फोटो खिचेर घुम्छ्न जोले केहि बिदेशिहरु रुटिनेलाई यतिकै पोस्ट गर्ने हतार हुन्छ,0
विदेशी पनि कहाँको लाटो छ  फोटो खिच्यो रिपोर्ट पठायो अनि टन्न डलर पचायो ,0
नेपाली हरु ले पनि त बिदेश मा गएर toilet सफा गर्छन नि रुटुने,0
एउटा बच्चो बनाउन नसक्नेले देश बनाउछु भनि लागेको छ साला,0
सबका सब रोगि अचेत सुड्डोहरु ओखतीमूलो को भरमा उभ्भिएका ल्याङ्ते बुडाहरु देस बनाउन लागेका छन,0
आज पाल्तु प्रहरीले दुई युवालाई रास्ट्रपती र प्रधानमन्त्रीको जोक बनाएको अभियोगमा पक्रिएको सुन्दै गर्दा गणतन्त्र त्यही दिन आउँछ जस्तो लाग्दैछ जुन दिन केपि वली मर्नेछ,0
होस गर आफै बन्द होलास,0
सरकार सक्छस भने बलत्कारिलाई समातेर देखा  बिचरा तीन लाई किन समातछस ,0
झन्डै  गु झर्ने गरि हान्यो डन्ठे ले,0
गफ लगाउछस ,0
यो पनि ति नै काम चोर त हुन् नि,0
जनताको मुख टाल्ने काम मात्र हो यो देखावोटि,0
"बरु दुइ दिनको घुस देउन, दुइ दिनको तलब त थोरै भयो",0
बरु २ प्लेट मम खानेहो तर पैसा दान नदिने हो,0
भुत्रोको सहयोग गर्नु,0
के पी बाको र बिद्या देवीको जोडी राम्रो छैन,0
देश को लुटेरा हरुको बिल्ला हानेको ठिक छ,0
थुक्क मुजी आफुले जाबो फेसबूकमा बिल्ला भाको देख्न सक्दैनस,0
विद्याको अगाडी हेरो हुन तेस्तो नाटक गरेको हो,0
Muji j lai pani craze navantah,0
Timi nisturi vayarani,0
सबै स्वार्थ मै चलेको हुन्छन,0
Dherai dukh lagyo,0
यत्रो हुन्छ समृध्द राष्ट,0
मोैलिक अधिकार माथि हनन हुन्छ,0
जब सम्म नातावाद  कृपावाद  नेतावाद पुजिवाद इत्यादिको बिगबिगी हुन्छ तबसम्म न्याय क्षेत्रमा केही आशा नगरे हुन्छ,0
सुसासनयुक्त अनि मर्यादित बनाउनु,0
विडम्वना जे नहून पर्ने हो त्यो नै हून्छ यहा,0
राजनितिक दवाव र नातावाद भष्टाचारी,0
Aafu bhanda Handsome bhayerw hola dekhdai rish uthch,0
नेपालमा न्याय नै पाउन निकै गाह्रो छ जस्तो लाग्छ,0
न्यायको विपरित हुने काम गरेकै देखिन्छ,0
Nepal ma kehi hunewala chhaina,0
Nayalaya lai rajnaitik aguwa haru le sanchalan garnu hudaina ra aafna ra aafanta vana xodanu parx,0
झोले कार्यकर्ताहरु,0
अरु कुरा सबै गफ हुन,0
"चाकडी, दलाली र भष्टाचारी",0
बिचरा,0
पिडितहरु अहिले गाँस बाँस कपास विहिन भएका छन्,0
यस्तो काम मन पर्दैन,0
उनिहरुले तराईका रैथाने नेपालीलाई कहिल्यै राम्रो होस् भन्ने चाहदैन ,0
नेपाली बीर गोर्खाली भन्ने त इतिहासमा पढ्न मात्र पाइन्छ देख्न त कहिल्यै पाइएन,0
यहाँ दलाल ठेकेदारहरुले देश चुसेर सकिसके,0
This is disrespectful साला आकासले नि मेकअप गरेको छैन,0
ब्रम्हाले हैन शिव संकरले गाजाको धुवा फालेर यो galaxy बनेको हो,0
यस्तो जाडो दिनमा पनि के चटक हो,0
के कति छेती भयो बिवरण पाउन,0
"आजकालका केटाकेटी सहयोग त चाक तिरा हलेर हिडेका छन
",0
लुट्न सक्य लुट् कान्छ लुट्न सक्य लुट्,0
ङै हुर्केको दुई साथिले गेडा समाएर पैसा कमाए एउटा सन्दिपले अर्कि उनिले,0
म लास्ट रिसाउछु है गाइज,0
Live हेर्दैछु भन्न पर्दैन जाठा,0
धोबी पछाड खायो आज,0
दरो चुट्यो मोराहरूले,0
बादर झै लखेट्ने दिन हरु नजिकिदैछन जस्तो लाग्छ मलाई,0
राम्रो औरेजि जान्दोरछौ उद्योगमन्त्री यादव लाई पनि सिकादेउन लास्टै बेजत गरो अस्ति औरेजि बोलेर,0
Dear मर्न नसकेकी ex फोटो हाल्दा अलि edit गरेर हाल्ने ग,0
यो समाजले accept गर्ला,0
युद्ध त तिमी र म बिच थियो तर सहिद हाम्रो माया बन्न पुगेछ,0
नेत्र विक्रम चन्द विप्लव नेतृत्वको नेपाल कम्युनिष्ट पार्टीद्वारा वैशाख ५ गते नेपाल बन्दको आह्वान,0
अंग्रेजिमा Foodmario नेपालीमा भातमारा,0
थुक्क साला यस्ता धोती को birthday मा पिक हालेर wish गर्ने अस्ति मेरो जन्म दिन मा किन हालिनस,0
म त नेपाली हुम यार नेपाली भन्दा धोती ठूलो तलाइ,0
Naam ni ramrari lekhna naaune le kna post halnu ho,0
बर्थ डे विष भोलि दियेको भयेनी हुने रुटिने कि त बिहानै दिनु भुलिस क्या हो मुला येति बेला विष पो गर्छ,0
याे गधाको अनुहार परेको घोडालाई पनि birthday wish गर्नु पर्ने हामीले थुक्क,0
आलु,0
आफ्नो आमाको जन्मदिन थाहा नहुनी भुराहरुको नाटक,0
झल्लु,0
chuchho manav,0
xya,0
hepdira k,0
maile talai nachineko hora kasto xas,0
aakha futaidinu parney ttero ta,0
Sab modi vaiyaa ko khel,0
यिनिहरुको भ्रष्टाचार,0
धार्मिक अतिवाद विरुद्धको आक्रमण हो,0
राष्ट्रको अहितमा काम गर्ने राष्ट्रघाती हरुलाई सिधै ठोक्ने बेला हो,0
कुकुर लाई बिच रोडमा ल्यायेर मारनु प्रछ,0
CHOR FATA,0
Sala kutta goli thok hunxa,0
Bhattarai Daka ho,0
ko ho yo fatta,0
नेपाली कांग्रेस सुतेको सुतैछ,0
अनुहार हेरे पनि लोद्दर लाग्छ यो बिदेशी हरु को पाल्तु कुकुर को,0
सबै पाटिका 60 काटेका सबै नेतालाई बरखास्त गनुँ पछँ,0
"तिमीहरू कै बाटोमा छन् डबल नेकपा मिलेर लुट् अनि खाउ देशको मुटु कलेजो,हजार पुस्ता सम्म देश र माटोको अासुको भार बोक्नेछ तिमीहरूको पुस्ताले",0
मुखमा घाँस हालेको छ अनि के बोल्ने त,0
उ आफैले घाँस खाएर बहुलाएको बेला अरुलाई के प्रश्न गरेको,0
Gadha bacha gadha nai huncha tyaisaile tyo saale gadha nai ho,0
Tyo vate Bhattarai lai k chetana vaya vane aba sarkar le sajaye nadiye janata le talai fasi dinexan chetana vaya,0
यो सबै भन्दा फटा देशद्रोही हो,0
धार्मिक अतिवाद विरुद्धको आक्रमण हो,0
thekka leko xu,0
Pu is no pokhara university. Itz actually means Pakhe university,0
आमा माया,0
बादर झै लखेट्ने दिन हरु नजिकिदैछन जस्तो लाग्छ मलाई,0
दशै आउनु भनेको कागलाई बेल पाक्यो हर्ष न बिस्मात जस्तै हो,0
ज्यानको बाजि चल्दै छ यहाँ,0
Mc ko ho tyesto garne chai mug lai jhapa ko kakarvitta vane thaw pothaedinuna haju,
कानुन नै छैन नेपाल मा,
थुक्न मन लाग्छ नेता अनि सरकार लाई,
पुरुष भनेर ठाडो शिर बनाएर हिड्नु नि गार्हो यि पृथिवी को भार हरुले गर्दा,
नारिको सुन्दरतामा आखा लगाउने त्यो पापीलाइ मृत्यु पछि नि आत्मा पोलिरहोस,
Dhoti should nt cross their limi,
बुडिमाथी चड्या जस्तो सजिलो हुन्छ र मेरो देश को हिमाल चड्न,
रेलको पट्रीमा हगे जस्तो सजिलो हुन्छ र मेरो देशको हिमाल चड्न,
हिमाल चढ्नु भन्दै पान बेच्नको लागि हिमालमा गयो होला साले भेले,
अनि एक जाना कसरी Missing भयेछ त यार सेतो हिमालमा कालो मुन्छे सर्लक्कै देख्नु पर्ने हो त,
Mula dhoti Rip,
Bichara Dhotiharu,
Ek jana dhoti kasari missing vayo thyo pani himal maaa,
Tyo budo ley lukera hereko her na tya,
खुलेआम मेरो X लाई यसरी पर्किन पाहिदैन,
मुटु चाही हो  आफु त सर्प भनेपछी बाट धुवाँ निस्किन्छ,
And what about protecting snakes from people?,
Music: am I a joke to you,
तेरि मा चिनी चिया पत्ती,
हेर नागा अब सुतेको उठेको हगेको पोस्ट गर,
राम्री केटि त देख्नै हुन्न अनेकथरी कुरा आउँछ,
जे होस बौद्धबासिले देखाए चुतिया सरकारलाई,
"जुम्लाका मालपोत अधिकृत जुम्लाको गुठिचौर गाउँपालिका-४ बाउलीगाउँका गोविन्दप्रसाद न्यौपाने बालुवाटार भन्दा दोब्बर ५९० रोपनी सरकारी जग्गा श्रीमती, छोरी र १४ जना नातागोताको नाममा पास गराएको पाइएको छ। हाल सेवा निवृत्त न्यौपानेले सेवामा रहँदा २०६६ सालमा गुठिचौरस्थित राष्ट्रिय भेडाबाख्रा अनुसन्धान फार्मको जग्गा आफ्नो नाममा गराएका थिए ।",
"Development ko lagi pani andolan nai garnu parne, Hait,",
"नेपालमा बिकासकाे कामले गतिलिएन भने बाैध्दकाे जस्तै गरी नारा जुलुस र ढुङ्गा मुडाले बाटो बन्द गरेमात्र काम हुने रहेछ, ।",
आन्दोलन गर्ने जनता Tax तिर्ने जनता अनि भुत्रा धन्यवाद सरकार,
बिकासको लागि आन्दोलन गर्नु पर्छ भन्ने सिकायो बौद्ध बासिन्दाले,
हाहा  टायर नबाली समृद्दी नआउने रहिछ अझै ,
न्यायको आवाज हराउदौ गयो म त सझाउन मात्र आएको हो एउटि निर्मला त हराइ गइन तर याद राख तिम्रो मेरो घरमा एउटि निर्मला छिन  सरकार न्याय देउ ,
Aapey Australia navaan vaneko haina astiko postma,
अनी आजको भाडा चाई को ले माझ्छ त सबै जना नेपाली जात्रै जात्रा हेर्न आए सी,
Wow ghanta jasto post thanks for sharing,
हामी नेपाल मा हुनेले हेर्न पायका छैनम अष्ट्रेलिया वालाले हेरिसके,
J vaney ni nepal is garib desh,
तिमी बिना बाच्दिन भन्थी अहिले भुत सङ्ग टासिएर जात्रा हेर्दै रहिछ निधेनी ले,
लुट्न जाम त म,
Aba kp suddo le pheri gf lai pherii arko gift dine vhayo,
bike पछाडी राखेर बिदेश जानेका बुढीहरु डुलाउन कम्ता रमाईलो हुने थिएन ........ यो नामर्द सरकारले यती नियम पनी ल्याउन सकेन,
अरे Joke चलेछ के नेपाल मा??? नेपाली जनता जोक सुन्दैछन येस्तो पनि देश बनाउनी नेता पुलिश रे थुक्क येति त भन्न पाइन्छ होला पुलिश ले थुन्दैन,
Hamlet shop is feeling sad with nepal government and 38 others,
Nepal government gonna mad,
"गाई, गोरु, भैँसी,उँट को मासु खाने दिन छिटै आउँदैछ।",
हामिलाई बाल नेपाल छोडी जानू र श्रीमती पोइल जानू एउटै होइन,
यो झारे नेपाली हैन नेपाल को नागरिकता त्याग्ने जति सबै झारे लाग्छ्,
बिध्यासुन्दर शाक्यले जस्तै गरि काम गरेर देखाएर नेपाल को नाम राख्नु!!शुभकामना सम्धि,
म खुसी छैन,
"नेपालमा मेयर उपमेयर, प्रधानमन्त्री हुन त ८ फेल हुनुपर्छ ।",
"मुलाहरुले playstore bata altimeter download गरेर गएको भए height थाहा भैहाल्थ्यो, बेकारमा यत्रो खर्च गरेछन्",
बल्ल बल्ल हिमाल चढ्न पा हुन  खुशीको साथ जोस जागर चलेर मात्रै हो... नत्र त्यस्तै कुनै ठाउ कालो पत्रे बनाउनु पर्ने भए अल्छी गरेर कति समय लाइदिन्थे,
"Aba Everest ko height ghatera record garney bho ,paisa khako cha tyo ghosiya napi bibhag ley",
"त्यो टुप्पोको कति आना जग्गा कोकोस्ले आआफ्नो नामसारी गरेर आउने भए, कमाउनिष्ट सरकार",
सबै भन्दा झुटो बोल्ने गीत हो यो,
छिनको छिनमै झुट बोल्दिने तरिका हो,
खल्तिमा भएको हात्ती उडेर सुढ मात्र झुन्डिराखेको रैछ त,
अरु भन्या त्यस्तै हो सुत्ने बेला प्याट प्याट पार्न पाउने मुजि नि भाग्यमानी नै हो,
कता हो भाइ आज दुलो भेटियो रेन्त ,
अब त झन केटि देख्यो कि बिस्वास नई मर्यो,
मुटु माथी ढुङ्गा राखी हास्नु पर्या छ,
कयौंको घरमा खाना नपाक्न सक्छ ,
अर्काको प्रगति नसुनाइराख भन्या हैन मैले,
खाना खाने बेला किचकिच गरे,
कस्ता कार्यकर्ता पालेको बिप्लपले सालेहरु एउटा बम पनि राम्रो सङ्ग लान सक्दैनन्,
Amamamamama kati hau chatak pani biplav ji ko,
थुक्क जाठा बिस्तारै लानु पर्दैन गाडिमा हल्लेर पड्केको होला,
" भोलि, तेरो स्कुल, कलेज र अफिस बिदा छैन भने।बिहानै गेटमा गएर प्रेसर कुकर राखिदे। अनि, दिन भरी सुतेर बस्लास।",
कि सुक ढुङ्गा मा थुकेर गरिन्छ सिक्का मा हैन।।।थेउरी नै थाहा नभएको ले एक्सपेरिमेन्ट को धाक दिन्छ साला ।।,
हामी जनता लास्त रिसाउछौ तिमिसङ फेरि,
अरु कुरा कुन कुन कुरा चाहिँ ब्यान गर्छौ हे डाम्ना हो,
चाक मा बुद्धि भको मान्छे हरु को लागि होला,
ए बाबु तिमि यस्ता बकमफुसे अपडेट भन्दै पोष्ट नगर के । समाचार पोष्ट गर्न लाई हजारौ मिडिया छन ।,
तर तिम्रा ति नमिठा अस्विकार्ले,
तिमी भन्दा निकै पर.. ल्यैपुरायो,
त्यो समझना जहाँ तिमी घरी घरी आउछेउ अनि जिस्क्यायर जान्छेउ,
अनी अर्को सपना जहाँ तिमी घरी घरी आउछेउ अनि झस्क्यायर जान्छेउ,
किनकी दुबैमा तिम्रो नमिठो उपस्थिती छ,
तेही उपस्थिती ले समझनाको मिठास अनि सपनको मजा खोसी लगेको छ |,
"सपना अनि समझना, सुन्दा फरक छन तर तर, मेरो जिवनमा दुबैले यौटै अर्थ राख्छ, त्यो समझना जहाँ तिमी घरी घरी आउछेउ अनि जिस्क्यायर जान्छेउ अनी अर्को सपना जहाँ तिमी घरी घरी आउछेउ अनि झस्क्यायर जान्छेउ जिवनका दुइ भिन्न पाटा आज यौटै भयका छन किनकी दुबैमा म्रो नमिठो उपस्थिती छ र तेही उपस्थिती ले समझनाको मिठास अनि सपनको मजा खोसी लगेको छ |",
"तिमीलाई सधैं अगाडि राखन मन थियो आँखा भन्दा अगाडि, मन भन्दा अगाडि, अनी जीवन भन्दा अगाडि, तर तिम्रा ति नमिठा अस्विकार्ले  तिमी भन्दा निकै पर.. ल्यैपुरायो तेसैले त तिम्रो नामको पहिले अक्षर मात्र अगाडि राख्न पायको छु।",
मेरो मोबाईल ले काम गरेको छैन,2
के तपाईं DFLP को बारेमा अलिकति बन्न सक्नुहुन्छ? ,2
यो सामान नेपालमा भरि उपलब्ध हुनुपर्छ ।,2
यसको मूल्य कति ?,2
मूल्य कृपया,2
ब्रिज मेकअप गर्नको लागि सबै सामान पाइन्छ ,2
"पीपी मलाई यो चाहिन्छ, म यो कसरी प्राप्त गर्न सक्छु?",2
यो अफर कति दिनसम्म हुनेछ ,2
कति हो मिलाएर ?,2
मैले यो मेरो  पति र चाचालाई क्रिसमस उपहारको रूपमा दिए,2
मैले मेरो फायर एचडीलाई 8 दुई हप्तामा गरेको छु र म यो मनपरौछु ,2
मैले यो मेरो  छोरीको लागि किनेको थिएँ जब मैले भेट्टाएकी छु,2
खोइ त कुपन नैइ एसेप्ट गर्दैन त ,2
तपाईंले नेपालका चुनिंदा शहरहरूलाई डेलिभरी गरेर सबै नेपालमा वितरण गर्छै किन भन्नहुन्छ कृपया जनतालाई भ्रमा नपार्नुहोस्,2
मलाई जरुरी कुरा सबै  गर्दछ,2
ज्येष्ठ नागरिक परिवारका मार्गदशक व्यक्तित्व हुन्,
Mailey kineko saman paye,2
सेवा दिन को लागि आझै धेरै नै कुरा सुधार गर्न पर्ने छ,2
दिनु भएको सुबिधा धेरै नराम्रो पनि होइन,2
नेपाल एक कृषि देश हो,2
म विरामी महसुस गर्दैछु,2
म खेल मनोरञ्जनको लागि खेल्छु,2
म तिमीलाई मन पराउछु,2
रोजगारीको लागि नेपाल राम्रो छैन,2
सरकारले कृषिलाई ध्यान दिनुपर्छ,2
म अस्पताल जान्छु,2
हामीले बढी रूख रोप्नुपर्छ,2
मलाई औषधि दिनुपर्छ,2
सरकारले कृषिलाई ध्यान दिनुपर्छ,2
म अस्पताल जान्छु,2
People don't have trust on online payment.,2
कस्तो दु:ख लाग्दो प्रकृया,2
तिमी मसँग जिस्किदै छौ ,2
seven semester ma pugiyo ,2
Kathmandu ko sabai dhulo le matra 2 ota sahara desert banchhaKathmandu ko sabai dhulo le matra dui ota sahara desert banchha,2
बिरामी भइयो अब भोलि जानू पर्ला ,2
"आगो त नामले बदनाम छ,मान्छेहरु मेरो मुस्कानले जल्दैछन रे",2
कच्चि बाटो पानी परे हिलो घाम लागेसी धूलो,2
भ्रष्टाचारि नेता साफ गर्ने कुनै साधन बनाए ल्याए,2
पैसा बढ्दै गयाे,2
घरका छानाेले अाकाश छुन लागे,2
दिनहुँ खाईने भाेजनमा पनि अनेकौं परिकारहरु अाउन थाले,2
धोती को देश नबनोस सगरमाथा को देश बनोस शुभकामना,2
अाज मान्छे सँग अथाह पैसा र सम्पत्ति छ तर मनमा काडा छ,2
बेरोजगार हरुको काम खोस्ने मेसिन आएछ बल्ल  कम्ता नाटक देखिन काठमाडौं मा फोहोर सफा गर्दै हिड्ने हरु ,2
राति सफा गर्छ दिनभरि खनेर धुलाे बनाउछ घण्टा सफा हाेस,2
हाम्रो तिर चै कहिले आउछ,2
गेरन्डि हस्पिटलमा छ,2
तर म टाढा छु,2
भुगोल पार्क मा गरिएको रगत डोनेसन चाहिँ कता जान्छ,2
बाउले माया गरेर भात ख्वाइदिँदा बटारिने छोरी boyfriend ले pills ख्वाइदिँदा घुटुक्क निल्छे,2
आमाले छोरी मलाई सन्चो छैन बजार सम्म गएर सब्जी लिएर अाइजा न भन्दा रिसाउने छोरी राती बाह्र एक बजे सम्म आयो हान्दे  लुकेर है लुकेर  त्यता हैन अली तल तल  कस्तो ठाउमै मै हान्देको blood नै blood भयो भन्दै PUBG खेल्छन ,2
मनपरि नबोलौँ भन्छु साला यस्तै पोष्ट देखेपछि दिमाग तातिन्छ,2
पढ् केटा हो पढ्के टीले नम्बर देली तर मास्टर ले दिँदैन,2
यदि गाडी हिँड्ने बाटोमा पार्किङ्ग गरेर राखेको उठाउन मिल्छ भने सर्वसाधारण जनताको बाटो छेकेर हिद्नै नमिल्नेगरी राखिएका यी जस्ता धेरै किन समात्न नमिल्ने ,2
हैन त्यो तीन फिट जती जमिन ढाक्ने पानीपुरिको साईकल लेर जानू भन्दा तीनसय  मिटर जमिन ढाकेको फोहोर को डङ्गुर उठा बिच बाटोमा जोगिको लट्टा जस्तो तार गुजुल्टेको बत्तिको जुन पोल ठड्यायेको हुन्छनी त्यो हटा,2
तस्बिर मा देखेको कुरालाई सरासर अन्याय भयेको ठहर गरे मैले चै  ,2
अहिले नगरपालिकाको कर्मचारीले यसरी गाडा उठाउँछ अनी बेलुका उस्कै छोरी चट्पटे खोज्दै त्यै फुटपाथमा जान्छे,2
